cik,period,metric,value,anomaly_category,self_anomaly,peer_anomaly,direction,zscore,self_baseline_mean,self_baseline_std,self_baseline_n,window_max_quarters,z_score_peer,peer_group_n,peer_deviation_strong,peer_cs_pct_rank,peer_cs_z,peer_cs_coverage,peer_cs_rank_signal,peer_cs_z_signal,peer_cs_alert,comparison_scope,caveat_codes,combined_score_raw,combined_score_adjusted,combined_penalty_total,combined_score,combined_signal_type,contributing_signals,score_components,combined_explanation,explanation,abs_z
320193,2025-Q1,revenue,119575000000.0,peer_relative,False,True,high,,,,0,4,3.5568373035985807,3,True,100.0,1.2714716506041794,full,high,none,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=1.1958e+11; self_z=n/a; peer_LOO_z=3.5568 (period_n=3); |peer_LOO|>threshold; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,1.7784186517992904
320193,2024-Q2,revenue,211990000000.0,peer_relative,False,True,high,,,,0,4,3.4834939745325855,3,True,100.0,1.2663178210197585,full,high,none,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=2.1199e+11; self_z=n/a; peer_LOO_z=3.4835 (period_n=3); |peer_LOO|>threshold; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,1.7417469872662927
320193,2023-Q3,revenue,304182000000.0,peer_relative,False,True,high,,,,0,4,3.48205830069061,3,True,100.0,1.2662143198372127,full,high,none,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=3.0418e+11; self_z=n/a; peer_LOO_z=3.4821 (period_n=3); |peer_LOO|>threshold; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,1.741029150345305
320193,2024-Q3,revenue,293787000000.0,peer_relative,False,True,high,,,,0,4,3.048337203177971,3,True,100.0,1.2295901462035712,full,high,none,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=2.9379e+11; self_z=n/a; peer_LOO_z=3.0483 (period_n=3); |peer_LOO|>threshold; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,1.5241686015889855
320193,2025-Q2,revenue,210328000000.0,peer_relative,False,True,high,,,,0,4,2.87638749770028,3,True,100.0,1.2115211005833417,full,high,none,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=2.1033e+11; self_z=n/a; peer_LOO_z=2.8764 (period_n=3); |peer_LOO|>threshold; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,1.43819374885014
1045810,2025-Q3,net_margin,0.4501661557484737,peer_relative,False,True,high,,,,0,4,2.6813345131851754,3,True,100.0,1.187923276454682,full,high,none,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=0.450166; self_z=n/a; peer_LOO_z=2.6813 (period_n=3); |peer_LOO|>threshold; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,1.3406672565925877
320193,2025-Q3,revenue,296105000000.0,peer_relative,False,True,high,,,,0,4,2.6345990845906084,3,True,100.0,1.1817130829433293,full,high,none,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=2.9610e+11; self_z=n/a; peer_LOO_z=2.6346 (period_n=3); |peer_LOO|>threshold; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,1.3172995422953042
789019,2024-Q3,net_margin,0.33571786342678805,peer_relative,False,True,high,,,,0,4,2.510435056305099,3,True,100.0,1.1640434393776329,full,high,none,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=0.335718; self_z=n/a; peer_LOO_z=2.5104 (period_n=3); |peer_LOO|>threshold; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,1.2552175281525495
789019,2024-Q2,net_margin,0.3303327533076048,peer_relative,False,True,high,,,,0,4,2.4424505844948996,3,False,100.0,1.1535912556313717,full,high,none,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=0.330333; self_z=n/a; peer_LOO_z=2.4425 (period_n=3); peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,1.2212252922474498
789019,2023-Q2,net_margin,0.4046576330568293,peer_relative,False,True,high,,,,0,4,2.271895088019817,3,False,100.0,1.1246518032773456,full,high,none,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=0.404658; self_z=n/a; peer_LOO_z=2.2719 (period_n=3); peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,1.1359475440099085
320193,2021-Q3,debt_to_assets,0.7982666847799239,peer_relative,False,True,high,,,,0,4,2.222951495943336,3,False,100.0,1.1155610675647378,full,high,none,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=0.798267; self_z=n/a; peer_LOO_z=2.2230 (period_n=3); peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,1.1155610675647378
789019,2023-Q3,net_margin,0.3824869369215532,peer_relative,False,True,high,,,,0,4,1.7152958453670626,3,False,100.0,0.995127997870892,full,high,none,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=0.382487; self_z=n/a; peer_LOO_z=1.7153 (period_n=3); peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,0.995127997870892
320193,2021-Q1,debt_to_assets,0.7982666847799239,peer_relative,False,True,high,,,,0,4,,2,False,100.0,,rank_only,high,unavailable,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=0.798267; self_z=n/a; peer_LOO_z=n/a; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,0.0
320193,2021-Q1,revenue,91819000000.0,peer_relative,False,True,high,,,,0,4,,2,False,100.0,,rank_only,high,unavailable,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=9.1819e+10; self_z=n/a; peer_LOO_z=n/a; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,0.0
320193,2021-Q2,debt_to_assets,0.7982666847799239,peer_relative,False,True,high,,,,0,4,,2,False,100.0,,rank_only,high,unavailable,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=0.798267; self_z=n/a; peer_LOO_z=n/a; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,0.0
320193,2021-Q2,revenue,150132000000.0,peer_relative,False,True,high,,,,0,4,,2,False,100.0,,rank_only,high,unavailable,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=1.5013e+11; self_z=n/a; peer_LOO_z=n/a; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,0.0
789019,2021-Q1,current_ratio,2.5157654542940118,peer_relative,False,True,high,,,,0,4,,2,False,100.0,,rank_only,high,unavailable,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=2.51577; self_z=n/a; peer_LOO_z=n/a; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,0.0
789019,2021-Q1,net_margin,0.3230373619724701,peer_relative,False,True,high,,,,0,4,,2,False,100.0,,rank_only,high,unavailable,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=0.323037; self_z=n/a; peer_LOO_z=n/a; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,0.0
789019,2021-Q2,current_ratio,2.5157654542940118,peer_relative,False,True,high,,,,0,4,,2,False,100.0,,rank_only,high,unavailable,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=2.51577; self_z=n/a; peer_LOO_z=n/a; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,0.0
789019,2021-Q2,net_margin,0.31913494661311304,peer_relative,False,True,high,,,,0,4,,2,False,100.0,,rank_only,high,unavailable,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=0.319135; self_z=n/a; peer_LOO_z=n/a; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,0.0
789019,2026-Q2,debt_to_assets,0.44510931287893596,peer_relative,False,True,high,,,,0,4,,2,False,100.0,,rank_only,high,unavailable,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=0.445109; self_z=n/a; peer_LOO_z=n/a; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,0.0
789019,2026-Q2,revenue,135217000000.0,peer_relative,False,True,high,,,,0,4,,2,False,100.0,,rank_only,high,unavailable,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=1.3522e+11; self_z=n/a; peer_LOO_z=n/a; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,0.0
1045810,2026-Q2,current_ratio,4.439851498864077,peer_relative,False,True,high,,,,0,4,,2,False,100.0,,rank_only,high,unavailable,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=4.43985; self_z=n/a; peer_LOO_z=n/a; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,0.0
1045810,2026-Q2,net_margin,0.5613009057841809,peer_relative,False,True,high,,,,0,4,,2,False,100.0,,rank_only,high,unavailable,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=0.561301; self_z=n/a; peer_LOO_z=n/a; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,0.0
320193,2022-Q1,net_margin,0.25803354301456405,self_relative,True,False,high,2.6528860822778517,0.22614435493905002,0.012020564429262248,3,4,-2.0417911305325975,3,False,33.33333333333333,-1.078449257413124,full,none,none,none,self_history,sparse_history,1.0611544329111406,0.8611544329111407,0.2,0.8611544329111407,self_only,self_z;caveat_penalty,self=1.061;peer=0.000;agreement=0.000;penalty=0.200;raw=1.061;score=0.861,"type=self_only; score=0.861; raw_score=1.061; self_component=1.061; peer_component=0.000; agreement_bonus=0.000; caveat_penalty=0.200; contributors=self_z,caveat_penalty",category=self_relative; self=True; peer_cs=False; dir=high; obs=0.258034; self_z=2.6529; baseline_prior_quarters mean=0.226144 std=0.0120206 n=3/4; peer_LOO_z=-2.0418 (period_n=3); caveats=sparse_history,2.6528860822778517
